$	0m	0m	1m	1m	1m	2m	2m	2m
HOMOCYSMETB12-MONOMER	473.0000	474.0476	479.0952	484.5455	487.5238	489.2273	490.8095	491.0000
HOMOSERKIN-MONOMER	1436.0000	1436.0000	1436.3333	1440.2727	1444.0000	1453.6818	1477.0952	1500.6818
HOMSUCTRAN-MONOMER	3754.0000	3761.1429	3782.7143	3810.6818	3833.6667	3849.7273	3863.3810	3877.2273
HRSA-MONOMER	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
HYAA-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
HYAB-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
HYAC-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
HYBA-MONOMER	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000
HYBC-MONOMER	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000
HYCBSMALL-MONOMER	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000
HYCC-MONOMER	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000
HYCD-MONOMER	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000
HYCELARGE-MONOMER	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000
HYCF-MONOMER	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000
HYCG-MONOMER	22.0000	22.0000	22.0000	22.0000	22.0000	22.0000	21.5714	21.0000
HYDG-MONOMER	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000
HYDH-MONOMER	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
HYDROPEROXIDI-MONOMER	638.0000	640.7143	647.0000	656.0909	660.7143	665.6818	668.0000	668.0000
HYDROPEROXIDII-MONOMER	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000
HYPOXANPRIBOSYLTRAN-MONOMER	1118.0000	1123.1905	1134.0952	1144.5000	1162.1429	1184.0000	1200.5714	1212.2273
ICITDEHASE-KIN-PHOSPHA	20.0000	20.0000	20.0000	20.0000	20.0000	20.2273	21.0000	21.0000
IDONDEHYD-MONOMER	27.0000	27.0000	27.0000	27.0000	27.0000	27.0000	27.0000	27.0000
ILES-MONOMER	866.0000	867.6190	871.6190	878.2273	878.4286	878.0000	878.0000	877.2273
IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER	660.0000	662.5238	668.5714	674.1818	680.2857	689.5909	691.0000	691.0000
IMP-DEHYDROG-MONOMER	2458.0000	2461.7143	2472.7619	2478.6364	2479.0000	2479.0000	2479.0000	2479.0000
INORGPYROPHOSPHAT-MONOMER	11957.0000	11977.4286	12033.5714	12076.3636	12120.7143	12171.9545	12224.0952	12271.8636
IPPISOM-MONOMER	68.0000	68.0000	67.0952	67.0000	66.2381	66.0000	66.0000	66.0000
ISOCIT-LYASE-MONOMER	4976.0000	4995.5714	5060.6667	5128.9091	5183.4286	5238.0909	5307.1429	5389.3182
ISOCITDEH-SUBUNIT	24711.0000	24751.7619	24845.9524	24946.5000	25051.5714	25167.3636	25283.3810	25417.0455
KCH-MONOMER	68.0000	69.3333	74.7619	78.5455	81.8095	89.1364	94.6667	99.2727
KDGALDOL-MONOMER	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
KDGT-MONOMER	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000
KDO-8PSYNTH-MONOMER	1836.0000	1838.7619	1848.4762	1858.9545	1867.0952	1878.5455	1894.6667	1921.4545
KDOTRANS-MONOMER	55.0000	55.0000	55.0000	55.0000	55.0000	55.0000	55.4762	57.1818
KDPB-MONOMER	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000
KDPD-MONOMER	28.0000	28.0000	28.0000	28.0000	28.0000	28.0000	28.0000	28.0000
KDPE-MONOMER	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000
KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER	1129.0000	1134.7143	1141.4286	1151.1364	1160.8095	1177.7727	1189.4286	1206.0455
KDUD-MONOMER	42.0000	42.0000	42.0000	42.0000	42.0000	42.0000	42.0000	41.1364
KEFB-MONOMER	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000	24.4545
KEFC-MONOMER	29.0000	29.0000	29.0000	29.0000	29.0000	29.0000	29.0000	29.0000
KETOBUTFORMLY-INACT-MONOMER	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000
KETOLREDUCTOISOM-MONOMER	20145.0000	20212.9524	20330.6667	20434.3636	20504.1429	20565.4091	20601.8571	20636.8636
KGTP-MONOMER	2485.0000	2486.8571	2493.3810	2500.9091	2510.9048	2516.3636	2523.3810	2532.5455
KUP-MONOMER	35.0000	35.0000	35.0000	35.0000	35.0000	35.0000	35.0000	35.0000
L-ASPARTATE-OXID-MONOMER	248.0000	248.0000	248.0000	247.3182	247.0000	247.0000	247.0000	247.0000
L-GLN-FRUCT-6-P-AMINOTRANS-MONOMER	927.0000	927.0000	927.0000	927.0000	931.0952	939.5000	947.0000	952.0909
L-LACTDEHYDROGFMN-MONOMER	118.0000	118.0000	118.6190	119.0000	119.0000	119.0000	119.0000	119.0000
LACTALDDEHYDROG-MONOMER	833.0000	838.0952	848.6190	858.6818	879.0000	896.5000	910.6190	922.5455
LACTALDREDUCT-MONOMER	29.0000	29.0000	29.0000	29.0000	29.0000	29.0000	29.0000	29.0000
LACY-MONOMER	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
LARGEILVB-MONOMER	862.0000	862.0000	862.0000	862.6364	871.8095	884.1364	896.3810	911.7727
LAUROYLACYLTRAN-MONOMER	161.0000	161.0000	161.0000	161.0000	161.0000	161.0000	161.0000	161.0000
LCTP-MONOMER	14.0000	14.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000
LDC2-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
LEUC-MONOMER	2830.0000	2835.7143	2843.7143	2848.0000	2853.7143	2860.1818	2889.5238	2937.5909
LEUD-MONOMER	2789.0000	2793.9524	2801.0476	2811.2273	2819.9524	2825.0455	2835.6190	2865.0000
LEUS-MONOMER	1348.0000	1351.0476	1363.1429	1369.6364	1373.8571	1374.0000	1372.7143	1372.0000
LIPIDADISACCHARIDESYNTH-MONOMER	475.0000	475.4286	476.0000	477.4545	480.3333	481.9545	483.0000	487.2273
LIVF-MONOMER	637.0000	637.0000	637.1905	639.0000	639.0000	639.0000	639.0000	639.0000
LIVG-MONOMER	495.0000	495.0000	495.0000	495.0000	495.0000	495.0000	495.0000	495.0000
LIVH-MONOMER	411.0000	411.2857	412.5238	413.0000	413.0000	413.0000	413.0000	413.0000
LIVJ-MONOMER	5094.0000	5097.7619	5104.4286	5113.7727	5125.6190	5137.8636	5148.7619	5164.3182
LIVK-MONOMER	1195.0000	1199.2857	1202.9524	1206.0455	1203.0952	1201.4091	1200.0000	1199.0000
LIVM-MONOMER	326.0000	328.2381	330.0476	331.0000	331.0000	331.0000	331.0000	331.0000
LSERINEDEAM1-MONOMER	92.0000	92.0000	92.0000	92.0000	92.0000	92.0000	92.0000	92.0000
LSERINEDEAM2-MONOMER	107.0000	107.0000	107.0000	107.0000	107.0000	107.0000	107.0000	107.0000
LSERINEDEAM3-MONOMER	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
LTAA-MONOMER	256.0000	256.0000	256.0000	256.0000	256.0000	256.0000	256.0000	256.0000
LUMAZINESYN-MONOMER	1459.0000	1464.7143	1477.4286	1490.2273	1502.4762	1507.5455	1513.6190	1532.0455
LYSDECARBOX-MONOMER	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000
LYSP-MONOMER	892.0000	895.1429	904.6190	909.9091	913.8571	919.6364	926.1429	929.3636
LYSS-MONOMER	2316.0000	2332.6667	2355.0952	2367.5909	2375.5238	2385.1818	2400.6190	2412.4545
LYSU-MONOMER	261.0000	261.0000	261.0000	261.0000	261.0000	261.0000	261.0000	261.0000
LYXK-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
MACA	128.0000	128.0000	128.0000	128.0000	128.0000	128.0000	128.0000	128.0000
MACB	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
MALATE-DEHASE-MONOMER	12594.0000	12618.6667	12658.0000	12700.3182	12745.2857	12798.7273	12844.3333	12884.6818
MALATE-SYNTHASE	1477.0000	1484.8095	1501.6667	1512.7727	1529.7619	1541.3182	1564.6190	1584.6364
MALDEXPHOSPHORYL-MONOMER	244.0000	244.0000	244.0000	244.0000	244.0000	244.0000	244.0000	244.0000
MALE-MONOMER	1061.0000	1060.0952	1060.0000	1059.3636	1059.0000	1059.0000	1059.0000	1059.0000
MALF-MONOMER	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000
MALG-MONOMER	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000
MALIC-NAD-MONOMER	664.0000	670.3333	681.8571	690.5909	703.5714	718.5000	736.6667	753.3636
MALIC-NADP-MONOMER	351.0000	351.0000	351.0000	351.0000	351.0000	351.0000	351.0000	351.0000
MALK-MONOMER	120.0000	120.0000	120.0000	120.0000	120.0000	120.0000	120.0000	120.0000
MALONYL-COA-ACP-TRANSACYL-MONOMER	1699.0000	1703.7143	1718.7143	1735.2727	1753.8571	1765.5455	1776.2381	1787.0455
MALSYNG-MONOMER	104.0000	104.0000	104.0000	104.0000	104.0000	104.0000	104.0000	104.0000
MALTACETYLTRAN-MONOMER	73.0000	73.0000	73.0000	73.0000	73.0000	73.0000	73.0000	73.0000
MALTODEXGLUCOSID-MONOMER	51.0000	51.0000	51.0000	51.0000	51.0000	51.0000	51.0000	51.0000
MALX-MONOMER	27.0000	27.0000	27.0000	27.0000	27.0000	27.0000	27.0000	27.0000
MANNONDEHYDRAT-MONOMER	178.0000	178.0000	178.0000	178.0000	178.0000	178.0000	178.0000	178.0000
MANNONOXIDOREDUCT-MONOMER	140.0000	140.0000	140.0000	140.0000	140.0000	140.0000	140.0000	140.0000
MANNPDEHYDROG-MONOMER	144.0000	144.0000	144.0000	144.0000	144.0000	144.0000	144.0000	144.0000
MANNPGUANYLTRANGDP-MONOMER	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000
MANNPISOM-MONOMER	682.0000	686.7619	693.5714	699.6818	712.0476	726.2727	733.0000	733.0000
MANX-MONOMER	1594.0000	1599.6667	1613.0000	1628.8636	1640.9524	1651.6364	1658.3333	1668.5000
MANY-MONOMER	1429.0000	1433.1429	1445.8095	1458.1364	1466.1905	1478.3182	1487.7143	1496.7273
MANZ-MONOMER	1217.0000	1222.5238	1231.5238	1242.5455	1252.0000	1263.7273	1271.3333	1278.4091
MDLA-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
MDLB-MONOMER	9.0000	9.0000	9.0000	9.0000	8.3333	8.0000	8.0000	8.0000
MDTA	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000
MELB-MONOMER	38.0000	38.0000	38.0000	38.0000	38.0000	37.8182	37.0000	37.0000
MEND-MONOMER	254.0000	257.5714	264.7143	268.7273	273.7143	276.4091	283.5714	291.8636
MENF-MONOMER	256.0000	256.0000	257.3810	261.6818	265.0000	268.7727	272.0952	275.1818
METG-MONOMER	1608.0000	1610.2381	1616.2857	1627.0909	1640.3810	1660.5000	1682.5238	1701.2273
METHGLYSYN-MONOMER	1658.0000	1658.0000	1662.5714	1673.5000	1687.7619	1708.2727	1719.4762	1720.0000
METHYLENETHFREDUCT-MONOMER	410.0000	411.8571	415.2381	417.9091	425.2381	428.9545	429.5714	436.3636
METHYLMALONYL-COA-MUT-MONOMER	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000
METI-MONOMER	174.0000	174.0000	174.0000	174.0000	174.0000	174.0000	174.0952	175.5000
METQ-MONOMER	4493.0000	4495.0952	4503.5238	4504.5909	4512.2857	4523.7273	4534.8095	4544.8636
MGLA-MONOMER	89.0000	89.0000	89.0000	89.0000	89.0000	89.0000	89.0000	89.0000
MGLB-MONOMER	140.0000	140.0000	140.0000	140.0000	140.0000	140.0000	140.0000	140.0000
MGLC-MONOMER	163.0000	163.0000	163.0000	163.0000	163.0000	163.0000	163.0000	163.0000
MGTA-MONOMER	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000
MHPCHYDROL-MONOMER	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000
MHPDHYDROL-MONOMER	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000	13.0000
MHPELY-MONOMER	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000
MHPF-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
MHPHYDROXY-MONOMER	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
MHPT-MONOMER	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000
MMUM-MONOMER	54.0000	54.0000	54.0000	54.0000	54.0000	54.0000	54.0000	54.3636
MODA-MONOMER	913.0000	913.0000	913.0000	913.0000	913.0000	913.0000	912.5238	912.0000
MODB-MONOMER	78.0000	78.0000	78.0000	78.0000	78.0000	78.0000	78.0000	78.0000
MODC-MONOMER	105.0000	105.0000	105.0000	105.0000	105.0000	105.0000	105.0000	105.0000
MODF-MONOMER	160.0000	160.0000	160.0000	160.0000	160.0000	160.0000	160.0000	160.0000
MONOMER-162	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
MONOMER-43	2370.0000	2383.4762	2408.9524	2433.2727	2461.8571	2491.1818	2528.8095	2569.3182
MONOMER0-1001	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
MONOMER0-1041	146.0000	146.0000	146.0000	146.0000	146.0000	146.0000	146.0000	146.0000
MONOMER0-12	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
MONOMER0-1261	114.0000	114.0000	114.0000	114.0000	114.0000	114.0000	114.0000	114.0000
MONOMER0-141	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000
MONOMER0-142	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000
MONOMER0-143	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
MONOMER0-144	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000
MONOMER0-145	28.0000	28.0000	28.0000	28.0000	28.0000	28.0000	28.0000	28.0000
MONOMER0-146	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000
MONOMER0-147	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000	12.0000
MONOMER0-148	201.0000	201.0000	200.6190	199.0000	199.0000	199.0000	199.0000	198.2727
MONOMER0-149	192.0000	192.0000	192.0000	192.0000	192.0000	192.0000	192.0000	192.0000
MONOMER0-150	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000
MONOMER0-1501	425.0000	427.3333	428.0000	428.0000	428.0000	428.0000	428.0000	428.0000
MONOMER0-151	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000
MONOMER0-152	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000
MONOMER0-153	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000	16.0000
MONOMER0-154	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000
MONOMER0-1541	56.0000	56.0000	56.0000	55.0000	55.0000	55.0000	55.0000	55.0000
MONOMER0-1561	194.0000	194.0000	194.0000	193.3182	192.0000	191.9091	191.0000	191.0000
MONOMER0-1562	176.0000	176.0000	176.0000	176.0000	176.0000	176.9545	177.0000	177.0000
MONOMER0-1563	672.0000	676.0476	684.0476	690.3182	698.9048	704.9545	711.7143	717.2273
MONOMER0-1564	26.0000	26.0000	26.0000	26.0000	26.0000	26.0909	29.4286	35.2727
MONOMER0-1581	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
MONOMER0-1601	177.0000	177.0000	177.0000	177.0000	177.0000	177.0000	177.0000	177.0000
MONOMER0-1602	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-1603	192.0000	192.0000	192.0000	192.0000	192.0000	192.0000	192.0000	192.0000
MONOMER0-1604	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
MONOMER0-1605	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
MONOMER0-1641	58.0000	58.0000	58.0000	58.0000	58.0000	58.0000	58.0000	58.0000
MONOMER0-1701	4062.0000	4062.0000	4066.7143	4077.9091	4089.0000	4106.2273	4127.3810	4136.8182
MONOMER0-185	563.0000	563.0000	563.0000	563.0000	563.0000	563.0000	563.0000	563.0000
MONOMER0-1922	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-1941	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-1981	299.0000	302.2857	307.0952	314.3636	317.5238	321.0455	325.5714	329.9545
MONOMER0-2001	10333.0000	10364.7619	10452.8571	10534.6818	10595.2857	10661.9091	10731.6667	10799.3182
MONOMER0-2121	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000
MONOMER0-2141	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
MONOMER0-2383	58.0000	58.0952	59.0000	60.1818	61.0000	61.0000	61.0000	61.1364
MONOMER0-2488	1232.0000	1235.1905	1242.4286	1244.0000	1244.0000	1243.8636	1243.0000	1243.0000
MONOMER0-2489	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
MONOMER0-2654	75.0000	75.0000	75.0000	75.0000	75.0000	75.0000	75.0000	75.0000
MONOMER0-2656	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000
MONOMER0-2657	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000
MONOMER0-2658	160.0000	160.0000	160.0000	160.0000	160.0000	160.0000	160.0000	160.0000
MONOMER0-2659	1340.0000	1343.3333	1351.6190	1360.4545	1368.7619	1373.7273	1384.1429	1393.5455
MONOMER0-2660	72.0000	72.0000	72.0000	72.0000	72.0000	72.0000	72.0000	72.0000
MONOMER0-2662	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
MONOMER0-2663	509.0000	509.0000	509.0000	509.0000	509.0000	509.0000	509.0000	509.0000
MONOMER0-2665	183.0000	183.0000	183.0000	183.0000	183.0000	183.0000	183.0000	183.0000
MONOMER0-2668	57.0000	57.0000	57.0000	57.0000	57.0000	57.0000	57.0000	57.0000
MONOMER0-2670	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
MONOMER0-2671	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
MONOMER0-2672	297.0000	297.0000	296.4286	296.0000	296.0000	296.0000	296.0000	296.0000
MONOMER0-2673	82.0000	83.4286	85.7619	90.5455	95.0952	100.0455	104.0476	108.0000
MONOMER0-2674	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000
MONOMER0-2675	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000
MONOMER0-2676	181.0000	181.0000	181.0000	181.0000	181.0000	181.0000	181.0000	181.0000
MONOMER0-2677	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2678	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000
MONOMER0-2680	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
MONOMER0-2681	133.0000	132.8095	132.0000	132.0000	132.0000	132.0000	132.0000	132.0000
MONOMER0-2682	46.0000	46.0000	46.0000	46.0000	46.0000	46.0000	46.0000	46.0000
MONOMER0-2683	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
MONOMER0-2684	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000
MONOMER0-2685	285.0000	286.3810	290.5238	297.4091	301.1429	304.0000	309.7619	313.5000
MONOMER0-2686	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
MONOMER0-2687	201.0000	201.0000	201.0000	201.0000	201.0000	201.0000	201.0000	201.0000
MONOMER0-2688	123.0000	123.0000	123.0000	123.0000	123.0000	122.6364	122.0000	122.0000
MONOMER0-2689	30.0000	30.8571	37.7619	44.6364	53.8095	59.2727	62.8571	67.9545
MONOMER0-2690	951.0000	950.2857	948.2381	946.0000	944.2857	941.9545	939.9524	938.6818
MONOMER0-2691	27.0000	30.0952	33.6667	37.5455	43.7143	45.0000	45.0000	45.0000
MONOMER0-2692	85.0000	85.7619	86.0000	86.0000	86.0000	86.4091	87.0000	87.0000
MONOMER0-2693	943.0000	954.4286	976.4286	997.8182	1015.3333	1032.9545	1055.6190	1077.4545
MONOMER0-2694	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000
MONOMER0-2695	78.0000	78.0000	78.0000	78.0000	78.0000	77.0000	77.0000	77.0000
MONOMER0-2696	4670.0000	4680.6190	4697.9524	4723.3636	4753.3333	4771.1364	4787.4286	4807.1818
MONOMER0-2697	758.0000	762.3333	767.8571	771.9545	773.0000	776.2727	781.5714	785.0000
MONOMER0-2726	106.0000	106.0000	106.0000	106.0000	107.1905	110.7727	112.8571	116.1364
MONOMER0-2748	46.0000	46.0000	46.0000	45.7273	45.0000	45.0000	45.0000	45.0000
MONOMER0-2755	68.0000	68.0000	68.0000	68.0000	68.0000	68.0000	68.0000	68.0000
MONOMER0-2756	212.0000	212.0000	212.0000	212.0000	212.0000	212.0000	212.0000	212.0000
MONOMER0-2757	22.0000	22.0000	22.0000	22.0000	22.0000	22.0000	22.0000	22.0000
MONOMER0-2761	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000
MONOMER0-2772	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2801	146.0000	146.0000	146.6667	148.0000	148.2857	149.1364	150.0000	150.0000
MONOMER0-2812	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
MONOMER0-2813	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2814	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000
MONOMER0-2817	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000
MONOMER0-2818	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000
MONOMER0-2819	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000
MONOMER0-282	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
MONOMER0-2820	304.0000	304.0000	305.4762	308.1364	309.2381	314.1364	321.6667	327.5455
MONOMER0-2821	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2822	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2823	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000	21.0000
MONOMER0-2824	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2825	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
MONOMER0-2826	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2827	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
MONOMER0-2828	38.0000	38.0000	38.0000	38.0000	38.0000	38.0000	38.0000	38.0000
MONOMER0-2829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2830	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
MONOMER0-2840	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2841	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2842	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2851	10.0000	11.3333	13.7619	15.6364	18.7619	23.6364	30.0000	32.4545
MONOMER0-2855	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2856	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2857	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2858	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2859	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2860	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2868	120.0000	120.0000	120.0000	120.0000	120.0000	120.0000	120.0000	119.7727
MONOMER0-2869	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2870	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2871	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2872	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000	18.0000
MONOMER0-2873	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2874	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2875	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2876	92.0000	92.4286	93.0000	93.0000	93.0000	93.7273	94.0000	94.7727
MONOMER0-2877	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2878	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2879	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2880	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2881	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2882	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2883	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-2884	567.0000	567.0000	567.0000	567.0000	567.0000	566.1364	566.0000	566.0000
MONOMER0-2885	246.0000	246.0000	245.7143	245.0000	245.0000	245.0000	245.0000	245.0000
MONOMER0-2886	170.0000	170.0000	170.0000	170.0000	170.0000	169.8182	169.0000	169.5455
MONOMER0-341	184.0000	184.0000	184.0000	184.0000	184.0000	184.0000	184.0000	185.9091
MONOMER0-4201	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000
