$	0m	0m	1m	1m	1m	2m	2m	2m
MONOMER0-4214	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4216	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-422	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
MONOMER0-4224	84.0000	84.0000	84.0000	84.0000	84.0000	84.0000	84.0000	84.0000
MONOMER0-4225	86.0000	86.0000	86.0000	86.0000	86.0000	86.0000	86.0000	86.0000
MONOMER0-4226	58.0000	58.0000	58.0000	58.0000	58.0000	58.0000	58.0000	58.0000
MONOMER0-4227	32.0000	32.0000	32.0000	32.0000	32.0000	32.0000	32.0000	32.0000
MONOMER0-4228	207.0000	206.5238	206.0000	206.0000	206.0000	206.0000	206.0000	206.0000
MONOMER0-4229	73.0000	73.0000	73.0000	73.0000	73.0000	73.0000	73.0000	73.0000
MONOMER0-4230	62.0000	62.0000	62.0000	62.0000	62.0000	62.0000	62.0000	62.0000
MONOMER0-4231	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000
MONOMER0-4232	124.0000	124.0000	124.0000	124.0000	124.0000	124.0000	124.0000	124.0000
MONOMER0-4233	70.0000	70.0000	70.0000	70.0000	70.0000	70.0000	70.0000	70.0000
MONOMER0-4234	679.0000	679.0000	679.0000	678.6364	678.0000	678.0000	678.0000	677.9545
MONOMER0-4235	634.0000	633.0476	633.4286	636.3182	643.9524	649.5000	656.0000	659.8182
MONOMER0-4236	633.0000	632.8095	636.3333	643.0455	649.0000	656.0909	666.6190	679.4545
MONOMER0-4237	662.0000	662.3810	667.2381	670.0000	669.0476	669.0000	669.0000	669.0000
MONOMER0-4238	659.0000	659.9524	663.2381	669.9091	680.0476	684.8182	689.1429	690.5909
MONOMER0-4239	645.0000	645.9048	647.4286	651.3182	652.7143	657.3636	661.7619	668.5909
MONOMER0-4240	677.0000	679.7619	687.7619	698.7727	706.0000	712.1364	717.5238	721.6364
MONOMER0-4241	639.0000	640.8095	647.1905	656.6364	668.4286	682.6818	697.3333	709.2727
MONOMER0-4242	44.0000	44.0000	44.0000	44.0000	44.0000	44.0000	44.0000	44.0000
MONOMER0-4243	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000
MONOMER0-4244	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000
MONOMER0-4245	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000	31.0000
MONOMER0-4246	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000
MONOMER0-4247	43.0000	42.6667	42.0000	42.0000	42.0000	42.0000	42.0000	42.0000
MONOMER0-4248	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000
MONOMER0-4249	35.0000	35.0000	35.0000	35.0000	35.0000	35.0000	35.0000	35.0000
MONOMER0-4250	29.0000	29.0000	29.0000	29.0000	29.0000	29.0000	29.0000	29.0000
MONOMER0-4251	26.0000	28.8095	33.6667	41.7727	47.4286	49.4545	53.3810	56.6364
MONOMER0-4252	22.0000	22.0000	22.0000	22.0000	22.0000	22.0000	22.0000	22.0000
MONOMER0-4253	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000
MONOMER0-4254	28.0000	28.0000	28.0000	28.0000	28.0000	28.0000	28.0000	28.0000
MONOMER0-4255	39.0000	39.0000	39.0000	39.0000	39.0000	39.0000	39.0000	39.0000
MONOMER0-4256	41.0000	41.0000	42.1905	45.0455	48.9048	54.1364	58.4762	66.0909
MONOMER0-4257	35.0000	35.0000	35.0000	35.0000	35.0000	35.0000	35.0000	35.0000
MONOMER0-4258	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000
MONOMER0-4259	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000
MONOMER0-4345	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4346	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4347	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4349	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4368	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4369	9.0000	9.0000	9.0000	8.1818	8.0000	8.0000	8.0000	8.0000
MONOMER0-4382	158.0000	158.0000	158.0000	158.0000	158.0000	158.0000	158.0000	158.0000
MONOMER0-4390	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000
MONOMER0-4391	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4392	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4393	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4394	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4396	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4397	1227.0000	1229.8095	1235.0952	1238.1818	1243.4286	1251.5909	1255.4286	1258.7727
MONOMER0-4403	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4404	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4405	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4406	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4407	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4408	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4409	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4410	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4411	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4412	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4413	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4414	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4415	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4416	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4418	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4419	101.0000	101.0000	101.0000	101.0000	101.0000	101.0000	101.0000	101.0000
MONOMER0-4420	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4421	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4422	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4423	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4424	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4425	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
MONOMER0-4426	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4427	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4428	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4429	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4430	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4431	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4432	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4433	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4434	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4435	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4436	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4440	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000
MONOMER0-4441	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000
MONOMER0-4442	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	36.0000
MONOMER0-4443	42.0000	42.0000	42.0000	42.0000	42.0000	42.0000	42.0000	42.0000
MONOMER0-4444	33.0000	33.0000	33.0000	33.0000	33.0000	33.0000	33.0000	33.0000
MONOMER0-4445	74.0000	74.0000	74.0000	74.0000	74.0000	74.0000	74.0000	74.0000
MONOMER0-4446	29.0000	29.0000	29.6667	33.6818	38.5238	43.9091	51.0476	60.7273
MONOMER0-4447	42.0000	42.0000	42.0000	42.0000	42.0000	42.0000	42.0000	42.0000
MONOMER0-4448	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000
MONOMER0-4449	28.0000	28.0000	28.0000	28.0000	28.0000	28.0000	28.0000	28.0000
MONOMER0-4450	68.0000	68.0000	68.0000	68.0000	68.0000	68.0000	68.0000	68.0000
MONOMER0-4451	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000	24.0000
MONOMER0-4478	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4479	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4480	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4481	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4482	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4483	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4484	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4485	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4486	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4487	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4488	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4489	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
MONOMER0-4490	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4491	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4492	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4493	82.0000	82.0000	81.7619	81.0000	81.0000	81.0000	81.0000	81.0000
MONOMER0-4494	269.0000	271.1905	273.6190	275.0000	285.1905	293.7727	301.0952	309.2273
MONOMER0-4495	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4496	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4497	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4498	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4499	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4501	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4502	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4503	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4504	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4505	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4506	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4507	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4509	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4510	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4511	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4512	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4513	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4514	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4515	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4516	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4519	427.0000	427.0000	427.0000	427.0000	427.0000	427.0000	427.0000	429.0455
MONOMER0-4521	86.0000	86.0000	86.0000	86.0000	86.0000	86.0000	86.0000	86.0000
MONOMER0-4524	92.0000	92.0000	92.0000	91.5909	91.0000	91.0000	91.0000	91.0000
MONOMER0-4532	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
MONOMER0-4534	272.0000	272.0000	272.0000	272.0000	272.0000	272.0000	272.0000	272.0000
MONOMER0-4539	1135.0000	1138.7619	1148.9048	1157.9091	1166.9524	1174.4545	1181.4762	1191.9091
MONOMER0-4540	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4543	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4544	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4545	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4546	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4547	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4548	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4549	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4550	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4551	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4552	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4560	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-4561	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-5	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000
MONOMER0-541	146.0000	146.0000	146.0000	146.0000	147.5238	150.3636	154.7143	158.3182
MONOMER0-561	60.0000	60.0000	60.0000	60.0000	60.0000	60.0000	60.0000	60.0000
MONOMER0-6	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
MONOMER0-741	458.0000	460.4762	464.1429	466.5909	472.0952	474.3636	478.3333	481.4091
MONOMER0-761	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-762	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-765	611.0000	613.2857	617.0476	619.6364	620.5238	624.9091	627.9524	631.5909
MONOMER0-766	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MONOMER0-82	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000	36.0000
MONOMER0-921	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN	1204.0000	1208.7143	1214.6190	1222.1818	1230.5714	1241.3182	1255.8095	1276.6818
MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN	1418.0000	1420.0000	1423.9048	1431.2273	1435.3810	1445.3182	1456.9524	1467.2273
MTLA-MONOMER	104.0000	104.0000	104.0000	104.0000	104.0000	104.0000	104.0000	104.0000
MTR-MONOMER	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000
MYRISTOYLACYLTRAN-MONOMER	212.0000	211.3810	211.0000	211.0000	211.0000	211.0000	211.0000	211.0000
N-ACETYLGLUTPREDUCT-MONOMER	161.0000	160.3333	160.0000	160.0000	160.0000	160.0000	160.0000	160.0000
N-ACETYLTRANSFER-MONOMER	357.0000	357.0000	357.0000	357.0000	357.0000	357.0000	357.0000	357.0000
NACGLCTRANS-MONOMER	89.0000	89.0000	89.0000	90.3636	91.5238	94.2273	95.0000	95.0000
NACMURLALAAMI1-MONOMER	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	19.6818
NACMURLALAAMI2-MONOMER	179.0000	180.0000	181.2857	182.8182	189.4286	192.4545	198.0000	201.3182
NAD-SYNTH-MONOMER	2160.0000	2165.5714	2173.8571	2179.5909	2188.2381	2199.5455	2205.5714	2219.6364
NADH-DHII-MONOMER	741.0000	740.3810	739.7619	739.0000	739.0000	738.0909	744.7143	753.2727
NAG1P-URIDYLTRANS-MONOMER	467.0000	467.0000	468.3810	474.5455	478.0000	479.4091	481.4286	482.8636
NAG6PDEACET-MONOMER	197.0000	197.0000	197.0000	197.0000	197.0000	197.0000	197.0000	197.0000
NAGE-MONOMER	259.0000	259.0000	259.0000	259.0000	259.0000	259.0000	259.0000	259.0000
NANE-MONOMER	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000
NANK-MONOMER	34.0000	34.0000	34.0000	34.0000	34.0000	34.0000	34.0000	34.0000
NANT-MONOMER	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000
NAPA-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
NAPB-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
NAPC-MONOMER	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000
NAPD-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
NAPF-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
NAPG-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
NAPH-MONOMER	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
NAPHTHOATE-SYN-MONOMER	1708.0000	1723.3333	1750.5714	1778.8636	1811.3810	1848.0000	1882.9524	1914.5000
NARG-MONOMER	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000
NARH-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
NARI-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
NARJ-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
NARK-MONOMER	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
NARL-MONOMER	436.0000	436.0000	435.8571	434.8636	434.0000	434.0000	434.0000	434.0000
NARP-MONOMER	115.0000	115.0000	115.0000	115.0000	115.0000	114.7727	113.6190	113.0000
NARQ-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
NARU-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
NARV-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
NARW-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
NARX-MONOMER	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000
NARY-MONOMER	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000
NARZ-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
NHAA-MONOMER	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000
NHAB-MONOMER	267.0000	267.0000	266.0952	265.6818	265.0000	264.9091	264.0000	263.3636
NICONUCADENYLYLTRAN-MONOMER	136.0000	136.0000	136.8095	137.8636	138.0000	138.0000	138.0000	138.0000
NICOTINAMID-MONOMER	347.0000	348.6190	354.7619	358.6364	366.0952	375.2727	381.7619	389.8182
NICOTINATEPRIBOSYLTRANS-MONOMER	619.0000	621.4762	623.7143	623.4545	623.4762	625.5909	627.0000	626.6818
NIKA-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
NIKB-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
NIKC-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
NIKD-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
NIKE-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
NIRB-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
NIRC-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
NIRD-MONOMER	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000
NRDA-MONOMER	930.0000	932.2381	937.4286	940.0909	945.2857	953.5000	960.0000	960.0000
NRDB-MONOMER	696.0000	700.1905	707.7143	710.6818	713.9524	717.8636	720.0000	720.0000
NRDE-MONOMER	595.0000	597.9524	603.4286	609.4545	615.9524	620.3182	624.2381	628.2727
NRDF-MONOMER	1492.0000	1502.2857	1521.8095	1541.9091	1559.9048	1569.1364	1574.4286	1577.1818
NRFC-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
NRFD-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
NUCLEOSIDE-DIP-KIN-MONOMER	5262.0000	5273.0000	5303.4286	5332.7727	5360.0000	5388.0909	5418.5714	5447.9545
NUOA-MONOMER	223.0000	223.0000	223.0000	223.0000	223.0000	223.0000	223.0000	223.0000
NUOB-MONOMER	208.0000	208.0000	208.0000	208.0000	208.0000	208.0000	208.0000	208.0000
NUOC-MONOMER	154.0000	154.0000	154.0000	154.0000	154.0000	154.0000	154.0000	154.0000
NUOE-MONOMER	268.0000	268.0000	268.0000	268.0000	268.0000	268.0000	268.0000	268.0000
NUOF-MONOMER	770.0000	770.0000	770.0000	769.5000	769.0000	768.7727	766.3810	766.0000
NUOG-MONOMER	580.0000	579.0952	577.5714	575.1818	573.0476	571.3182	570.8571	570.0000
NUOH-MONOMER	549.0000	549.0000	549.0000	549.0000	549.0000	548.4091	548.0000	548.0000
NUOI-MONOMER	976.0000	976.0000	976.0000	976.0000	976.0000	976.0000	976.0000	976.0000
NUOJ-MONOMER	437.0000	437.0000	437.0000	436.3182	436.0000	435.9545	434.2857	434.0000
NUOK-MONOMER	559.0000	559.0000	558.9048	558.0000	558.0000	558.0000	558.0000	558.0000
NUOL-MONOMER	659.0000	659.0000	659.0000	659.0000	659.0000	659.0000	659.0000	659.0000
NUOM-MONOMER	1010.0000	1010.0000	1010.0000	1010.0000	1010.0000	1009.0909	1009.0000	1009.0000
NUON-MONOMER	1036.0000	1036.0000	1036.0000	1035.9545	1035.0000	1035.0000	1035.0000	1034.8636
NUPC-MONOMER	527.0000	527.0000	527.0000	527.0000	527.0000	527.0000	527.0000	527.0000
NUPG-MONOMER	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000	9.0000
O-SUCCHOMOSERLYASE-MONOMER	57.0000	57.0000	57.0000	57.0000	57.0000	57.0000	57.0000	57.0000
O-SUCCINYLBENZOATE-COA-LIG-MONOMER	250.0000	251.9048	256.6190	261.9091	266.2857	268.3182	270.5714	273.6818
O-SUCCINYLBENZOATE-COA-SYN-MONOMER	439.0000	441.0000	446.7143	453.5909	460.6667	470.8182	485.6667	499.0455
OCTAPRENYL-METHOXYPHENOL-OH-MONOMER	137.0000	137.8095	139.1429	140.0000	141.8095	143.5000	144.0000	144.0000
OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-MON	196.0000	196.0000	196.0000	196.0000	196.0000	196.0000	196.0000	196.0000
OHMETHYLBILANESYN-MONOMER	267.0000	267.0000	267.0000	267.0000	267.0000	267.0000	267.2381	270.6818
OMPR-MONOMER	460.0000	460.0000	460.0000	460.0000	460.0000	460.0000	460.2857	466.8636
OPPA-MONOMER	13967.0000	14007.9048	14087.4286	14184.6364	14297.2857	14421.8636	14549.4286	14690.3182
OPPB-MONOMER	456.0000	462.5238	472.5714	483.9091	490.9524	500.4545	506.5714	515.0909
OPPC-MONOMER	413.0000	416.4286	429.9524	439.6364	452.4762	459.8182	466.3333	470.2727
OPPD-MONOMER	369.0000	373.7143	382.7143	394.8636	404.8095	415.5000	422.1429	433.5909
OPPF-MONOMER	639.0000	647.4762	659.0952	670.7727	685.5714	696.2727	705.0952	715.1818
OPPSYN-MONOMER	669.0000	669.0000	669.0000	669.0000	671.9524	676.4545	684.1905	688.1818
ORNDECARBOX-BIO-MONOMER	147.0000	147.0000	147.0000	147.0000	147.0000	147.0000	147.0000	147.0000
ORNDECARBOXDEG-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
OROPRIBTRANS-MONOMER	697.0000	697.0000	697.0000	697.0000	697.0000	697.0000	697.0000	697.0000
OROTPDECARB-MONOMER	581.0000	582.0476	587.5714	596.7727	603.3810	607.5000	608.0000	608.0000
PABASYN-COMPI-MONOMER	117.0000	117.0000	117.0000	117.0000	117.0000	117.0000	117.0000	117.0000
PABASYN-COMPII-MONOMER	49.0000	49.0000	49.0000	49.0000	49.0000	49.0000	49.0000	49.0000
PALMITOTRANS-MONOMER	89.0000	89.0000	89.0000	89.0000	89.0000	89.0000	89.0000	89.0000
PANF-MONOMER	50.0000	50.0000	50.0000	50.0000	50.0000	50.0000	50.0000	50.0000
PANTEPADENYLYLTRAN-MONOMER	97.0000	97.0000	97.0000	97.0000	97.0000	97.0000	97.7143	105.8636
PANTOATE-BETA-ALANINE-LIG-MONOMER	994.0000	994.0000	994.0000	994.0000	995.2857	1001.8182	1005.8095	1010.7273
PANTOTHENATE-KIN-MONOMER	307.0000	307.0000	307.0000	307.0000	308.2381	313.7727	320.8095	325.0000
PAPSSULFOTRANS-MONOMER	297.0000	297.0000	297.0952	299.6364	303.0476	309.7273	313.0476	321.3636
PD00194	486.0000	495.6667	497.2381	507.0909	514.7619	522.5000	529.1429	533.0000
PD00196	11782.0000	11801.3333	11832.8095	11851.7727	11889.5238	11958.6818	12017.4286	12091.4091
